,activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type,canonical_smiles,mechanism_of_action,tid
93,315931,800,11642,298280,6216,>,1000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,1000.0,nM,,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,D2-like dopamine receptor antagonist,105671.0
94,340350,800,11642,298281,2261,=,210.0,nM,1,Ki,,,0,6.68,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,210.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
95,340350,800,11642,298281,2261,=,210.0,nM,1,Ki,,,0,6.68,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,210.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
96,324578,801,11642,298301,4671,>,1000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,1000.0,nM,,,,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,Dopamine D2 receptor antagonist,72.0
97,324578,801,11642,298301,4671,>,1000.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,1000.0,nM,,,,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,Serotonin 4 (5-HT4) receptor agonist,168.0
98,442277,805,1205,43613,21523,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10.0,uM,,,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,Cysteinyl leukotriene receptor 1 antagonist,179.0
99,1002583,818,10085,17243,6216,=,372.0,nM,1,IC50,,,0,6.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,372.0,nM,,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Serotonin 2a (5-HT2a) receptor antagonist,107.0
100,1002583,818,10085,17243,6216,=,372.0,nM,1,IC50,,,0,6.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,372.0,nM,,,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,D2-like dopamine receptor antagonist,105671.0
101,436175,820,17331,297740,46385,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,Monoamine transporter inhibitor,105759.0
102,459719,820,17331,297736,27610,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
103,459719,820,17331,297736,27610,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2c (5-HT2c) receptor antagonist,108.0
104,459719,820,17331,297736,27610,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Adrenergic receptor alpha-2 antagonist,104743.0
105,467532,820,17331,297743,14263,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Norepinephrine transporter inhibitor,100.0
106,100275,830,4671,304287,258847,=,0.47,nM,1,IC50,,,0,9.33,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.47,nM,,,,,Serotonin 1a (5-HT1a) receptor agonist,51.0
107,1214503,831,13631,250216,2261,=,1010.0,nM,1,IC50,,,1,6.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.01,uM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
108,1214503,831,13631,250216,2261,=,1010.0,nM,1,IC50,,,1,6.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.01,uM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
109,1215981,831,13631,250247,7714,=,950.0,nM,1,IC50,,,1,6.02,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.95,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2a (5-HT2a) receptor antagonist,107.0
110,1215981,831,13631,250247,7714,=,950.0,nM,1,IC50,,,1,6.02,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.95,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2c (5-HT2c) receptor antagonist,108.0
111,1215981,831,13631,250247,7714,=,950.0,nM,1,IC50,,,1,6.02,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.95,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Dopamine D2 receptor antagonist,72.0
112,1223724,831,13631,250217,3859,=,7079.0,nM,1,IC50,,,1,5.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.079,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
113,1223724,831,13631,250217,3859,=,7079.0,nM,1,IC50,,,1,5.15,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.079,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
114,406877,832,12438,150659,27111,=,640.0,nM,1,IC50,,,0,6.19,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,640.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
115,406877,832,12438,150659,27111,=,640.0,nM,1,IC50,,,0,6.19,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,640.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
116,41209,837,11049,92544,3859,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
117,41209,837,11049,92544,3859,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
118,67782,837,11049,92545,2261,=,600.0,nM,1,IC50,,,0,6.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,600.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
119,67782,837,11049,92545,2261,=,600.0,nM,1,IC50,,,0,6.22,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,600.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
120,523347,844,10922,8084,2261,=,580.0,nM,1,IC50,,,0,6.24,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.58,uM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
121,523347,844,10922,8084,2261,=,580.0,nM,1,IC50,,,0,6.24,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.58,uM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
122,527265,844,10922,8083,7714,=,820.0,nM,1,IC50,,,0,6.09,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.82,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2a (5-HT2a) receptor antagonist,107.0
123,527265,844,10922,8083,7714,=,820.0,nM,1,IC50,,,0,6.09,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.82,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2c (5-HT2c) receptor antagonist,108.0
124,527265,844,10922,8083,7714,=,820.0,nM,1,IC50,,,0,6.09,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.82,uM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Dopamine D2 receptor antagonist,72.0
125,46850,845,13346,63899,3859,=,7000.0,nM,1,IC50,,,1,5.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
126,46850,845,13346,63899,3859,=,7000.0,nM,1,IC50,,,1,5.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
127,66167,845,13346,63898,2261,=,2000.0,nM,1,IC50,,,1,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
128,66167,845,13346,63898,2261,=,2000.0,nM,1,IC50,,,1,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
129,528581,847,10922,8085,3859,=,6210.0,nM,1,IC50,,,0,5.21,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.21,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
130,528581,847,10922,8085,3859,=,6210.0,nM,1,IC50,,,0,5.21,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.21,uM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
131,762673,857,16693,275670,2261,=,267.6,nM,1,IC50,,,0,6.57,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,267.6,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
132,762673,857,16693,275670,2261,=,267.6,nM,1,IC50,,,0,6.57,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,267.6,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
133,783918,857,16693,275669,3859,=,1993.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1993.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
134,783918,857,16693,275669,3859,=,1993.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1993.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
135,620524,861,12443,155116,2261,=,2000.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
136,620524,861,12443,155116,2261,=,2000.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
137,629432,861,12443,155115,3859,=,7000.0,nM,1,IC50,,,0,5.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
138,629432,861,12443,155115,3859,=,7000.0,nM,1,IC50,,,0,5.16,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7000.0,nM,,,,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,D2-like dopamine receptor inverse agonist,105671.0
139,1007287,890,13047,226597,196215,=,1.8,nM,1,Kd,,,0,8.74,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1.8,nM,,,,,Serotonin 1b (5-HT1b) receptor agonist,106.0
140,1007287,890,13047,226597,196215,=,1.8,nM,1,Kd,,,0,8.74,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,1.8,nM,,,,,Serotonin 1d (5-HT1d) receptor agonist,105.0
141,1206996,894,17211,177171,10813,=,33.0,nM,1,Ki,,,0,7.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,33.0,nM,,,,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Dopamine D2 receptor antagonist,72.0
142,1206996,894,17211,177171,10813,=,33.0,nM,1,Ki,,,0,7.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,33.0,nM,,,,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Adrenergic receptor alpha-1 antagonist,104723.0
143,1206996,894,17211,177171,10813,=,33.0,nM,1,Ki,,,0,7.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,33.0,nM,,,,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Serotonin 2 receptors; 5-HT2a & 5-HT2c antagonist,104817.0
144,644145,910,13366,205638,27111,=,330.0,nM,1,Ki,,,1,6.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,330.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
145,644145,910,13366,205638,27111,=,330.0,nM,1,Ki,,,1,6.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,330.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
146,276824,930,12469,177299,27111,=,330.0,nM,1,Ki,,,0,6.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,330.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
147,276824,930,12469,177299,27111,=,330.0,nM,1,Ki,,,0,6.48,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,330.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
148,459542,935,13706,277460,27111,=,341.0,nM,1,Ki,,,0,6.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,341.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
149,459542,935,13706,277460,27111,=,341.0,nM,1,Ki,,,0,6.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,341.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
150,1138400,941,3445,207694,8543,=,24.0,nM,1,Ki,,,0,7.62,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,24.0,nM,,,,CC(C)NCC(O)COc1cccc2[nH]ccc12,Beta-1 adrenergic receptor partial agonist,50.0
151,1138400,941,3445,207694,8543,=,24.0,nM,1,Ki,,,0,7.62,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,24.0,nM,,,,CC(C)NCC(O)COc1cccc2[nH]ccc12,Beta-2 adrenergic receptor partial agonist,43.0
152,425313,950,3025,313823,27111,=,407.1,nM,1,Ki,,,0,6.39,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,407.1,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
153,425313,950,3025,313823,27111,=,407.1,nM,1,Ki,,,0,6.39,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,407.1,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
154,425318,950,3025,313824,196215,=,124.0,nM,1,Ki,,,0,6.91,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,124.0,nM,,,,,Serotonin 1b (5-HT1b) receptor agonist,106.0
155,425318,950,3025,313824,196215,=,124.0,nM,1,Ki,,,0,6.91,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,124.0,nM,,,,,Serotonin 1d (5-HT1d) receptor agonist,105.0
156,756196,951,15315,293293,27111,=,230.0,nM,1,Ki,,,0,6.64,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,230.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
157,756196,951,15315,293293,27111,=,230.0,nM,1,Ki,,,0,6.64,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,230.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
158,1066120,956,16532,209859,27610,>,18.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,18.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
159,1066120,956,16532,209859,27610,>,18.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,18.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Serotonin 2c (5-HT2c) receptor antagonist,108.0
160,1066120,956,16532,209859,27610,>,18.0,nM,1,Ki,,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,>,18.0,nM,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Adrenergic receptor alpha-2 antagonist,104743.0
161,953068,959,14447,121971,27111,=,341.0,nM,1,Ki,,,1,6.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,341.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
162,953068,959,14447,121971,27111,=,341.0,nM,1,Ki,,,1,6.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,341.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
163,437123,961,13051,228010,27111,=,440.0,nM,1,Ki,,,1,6.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,440.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
164,437123,961,13051,228010,27111,=,440.0,nM,1,Ki,,,1,6.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,440.0,nM,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
165,450527,961,13051,228009,196215,=,78.6,nM,1,Ki,,,0,7.11,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,78.6,nM,,,,,Serotonin 1b (5-HT1b) receptor agonist,106.0
166,450527,961,13051,228009,196215,=,78.6,nM,1,Ki,,,0,7.11,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,78.6,nM,,,,,Serotonin 1d (5-HT1d) receptor agonist,105.0
167,476131,1011,1414,162607,27111,=,398.11,nM,1,IC50,,,1,6.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.4,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
168,476131,1011,1414,162607,27111,=,398.11,nM,1,IC50,,,1,6.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.4,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
169,80255,1013,12861,87533,27111,=,398.11,nM,1,IC50,,,0,6.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.4,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
170,80255,1013,12861,87533,27111,=,398.11,nM,1,IC50,,,0,6.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.4,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
171,1187062,1061,13704,276894,2261,=,2000.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Serotonin 2a (5-HT2a) receptor antagonist,107.0
172,1187062,1061,13704,276894,2261,=,2000.0,nM,1,IC50,,,0,5.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2000.0,nM,,,,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Dopamine D2 receptor antagonist,72.0
173,1188288,1061,13704,276903,7714,=,430.0,nM,1,IC50,,,0,6.37,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,430.0,nM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2a (5-HT2a) receptor antagonist,107.0
174,1188288,1061,13704,276903,7714,=,430.0,nM,1,IC50,,,0,6.37,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,430.0,nM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Serotonin 2c (5-HT2c) receptor antagonist,108.0
175,1188288,1061,13704,276903,7714,=,430.0,nM,1,IC50,,,0,6.37,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,430.0,nM,,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Dopamine D2 receptor antagonist,72.0
176,766610,1074,1742,89685,27111,=,540.0,,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,540.0,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
177,766610,1074,1742,89685,27111,=,540.0,,0,IC50,,,0,,BAO_0000190,,,,,,1,IC50,=,540.0,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
178,80248,1076,12861,87533,27111,=,501.19,nM,1,IC50,,,0,6.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.3,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1b (5-HT1b) receptor agonist,106.0
179,80248,1076,12861,87533,27111,=,501.19,nM,1,IC50,,,0,6.3,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pIC50,=,6.3,,,,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Serotonin 1d (5-HT1d) receptor agonist,105.0
